task_id,domain,difficulty,agent,model,trial,cc_precision,cc_recall,cc_f1,success_f1,failure_f1,required_observation_recall,overconstraint_rate,underspecification_rate,donespec_valid,near_miss_detection_rate,near_miss_false_accept_rate,valid_accept_rate,verifier_robustness_balanced_accuracy,task_success,own_spec_pass,spec_action_consistency,self_violation_rate,quadrant
calendar_023,calendar,L2,direct,deepseek_v4_flash,0,1.0,0.9333333333333333,0.9655172413793104,1.0,0.6666666666666666,1.0,0.0,0.06666666666666667,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.75,0.25,good_spec_bad_execution
crm_workflow_022,crm_workflow,L2,direct,deepseek_v4_flash,0,1.0,0.9333333333333333,0.9655172413793104,1.0,0.6666666666666666,1.0,0.0,0.06666666666666667,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.75,0.25,good_spec_bad_execution
email_028,email,L2,direct,deepseek_v4_flash,0,1.0,0.6666666666666666,0.8,0.7499999999999999,0.8,1.0,0.0,0.3333333333333333,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.5,0.5,good_spec_bad_execution
crm_workflow_028,crm_workflow,L2,direct,deepseek_v4_flash,0,1.0,0.7333333333333333,0.846153846153846,0.8421052631578948,0.6666666666666666,1.0,0.0,0.26666666666666666,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.8571428571428572,0.14285714285714285,good_spec_bad_execution
crm_workflow_029,crm_workflow,L2,direct,deepseek_v4_flash,0,1.0,0.7333333333333333,0.846153846153846,0.8421052631578948,0.6666666666666666,1.0,0.0,0.26666666666666666,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.8571428571428572,0.14285714285714285,good_spec_bad_execution
email_032,email,L2,direct,deepseek_v4_flash,0,1.0,0.7333333333333333,0.846153846153846,0.8235294117647058,0.8,1.0,0.0,0.26666666666666666,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.5,0.5,good_spec_bad_execution
file_doc_030,file_doc,L2,direct,deepseek_v4_flash,0,1.0,0.6666666666666666,0.8,0.7499999999999999,0.8,1.0,0.0,0.3333333333333333,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.5,0.5,good_spec_bad_execution
file_doc_031,file_doc,L2,direct,deepseek_v4_flash,0,1.0,0.7333333333333333,0.846153846153846,0.888888888888889,0.8,0.5,0.0,0.26666666666666666,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.5,0.5,good_spec_bad_execution
email_035,email,L2,direct,deepseek_v4_flash,0,1.0,0.7333333333333333,0.846153846153846,0.8235294117647058,0.8,1.0,0.0,0.26666666666666666,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.5,0.5,good_spec_bad_execution
email_024,email,L2,direct,deepseek_v4_pro,0,1.0,0.6666666666666666,0.8,0.7499999999999999,0.8,1.0,0.0,0.3333333333333333,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8571428571428572,0.0,0.0,0.5,0.5,good_spec_bad_execution
