task_id,domain,difficulty,agent,model,trial,cc_precision,cc_recall,cc_f1,success_f1,failure_f1,required_observation_recall,overconstraint_rate,underspecification_rate,donespec_valid,near_miss_detection_rate,near_miss_false_accept_rate,valid_accept_rate,verifier_robustness_balanced_accuracy,task_success,own_spec_pass,spec_action_consistency,self_violation_rate,quadrant,invalid_taxon,invalid_taxon_description
calendar_019,calendar,L2,direct,deepseek_v4_flash,0,1.0,0.1111111111111111,0.19999999999999998,0.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_038,calendar,L3,spec_first,deepseek_v4_flash,0,1.0,0.1111111111111111,0.19999999999999998,0.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,bad_spec_good_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_056,calendar,L4,direct,deepseek_v4_pro,0,1.0,0.2222222222222222,0.3636363636363636,0.0,0.6666666666666666,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_026,calendar,L2,plan_first,deepseek_v4_pro,0,1.0,0.2222222222222222,0.3636363636363636,0.0,0.6666666666666666,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_050,calendar,L4,plan_first,deepseek_v4_pro,0,1.0,0.2222222222222222,0.3636363636363636,0.0,0.6666666666666666,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_026,calendar,L2,spec_first,deepseek_v4_flash,0,1.0,0.2222222222222222,0.3636363636363636,0.0,0.6666666666666666,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,bad_spec_good_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_045,calendar,L3,spec_first,deepseek_v4_flash,0,1.0,0.2222222222222222,0.3636363636363636,0.33333333333333337,0.0,0.5,0.0,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,bad_spec_good_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_033,calendar,L3,direct,deepseek_v4_pro,0,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_045,calendar,L3,direct,deepseek_v4_pro,0,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_054,calendar,L4,direct,deepseek_v4_pro,0,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_021,calendar,L2,plan_first,deepseek_v4_flash,0,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_040,calendar,L3,plan_first,deepseek_v4_flash,0,1.0,0.3333333333333333,0.5,0.33333333333333337,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
calendar_048,calendar,L3,plan_first,deepseek_v4_flash,0,1.0,0.3333333333333333,0.5,0.33333333333333337,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,bad_spec_bad_execution,invalid_execution_exception,DoneSpec raises during evaluation or cannot be executed.
